Grupos de edad;Ambos Sexos
05-09;2.294
10-14;2.338
15-19;2.245
20-24;1.968
25-29;1.669
30-34;1.400
35-39;1.238
40-44;1.161
45-49;1.035
50-54;883
55-59;760
60-64;626
65-69;468
70-74;315
75-79;206
80-84;127
85-89;64
90-94;31
95-99;23
100 AÑOS Y MÁS;5
Fundación;
Total;70.491
00-04;7.005
05-09;7.315
10-14;7.450
15-19;7.069
20-24;6.142
25-29;5.507
30-34;4.935
35-39;4.344
40-44;3.878
45-49;3.547
50-54;3.298
55-59;2.901
60-64;2.345
65-69;1.802
70-74;1.240
75-79;772
80-84;465
85-89;265
90-94;136
95-99;55
100 AÑOS Y MÁS;20
Guamal;
Total;27.918
00-04;2.740
05-09;2.841
10-14;2.820
15-19;2.517
20-24;1.952
25-29;1.615
30-34;1.540
35-39;1.537
40-44;1.530
45-49;1.528
50-54;1.523
55-59;1.436
60-64;1.205
65-69;985
70-74;775
75-79;568
80-84;378
85-89;233
90-94;132
95-99;48
100 AÑOS Y MÁS;15
Nueva Granada;
Total;21.166
00-04;2.297
05-09;2.361
10-14;2.326
15-19;2.086
20-24;1.725
25-29;1.556
30-34;1.474
35-39;1.322
40-44;1.204
45-49;1.099
50-54;953
55-59;788
60-64;622
65-69;499
70-74;362
75-79;224
80-84;133
85-89;75
90-94;34
95-99;22
100 AÑOS Y MÁS;4
Pedraza;
Total;9.290
00-04;925
05-09;925
10-14;895
15-19;821
20-24;685
25-29;584
30-34;569
35-39;581
40-44;562
45-49;525
50-54;480
55-59;435
60-64;360
65-69;318
70-74;245
75-79;158
80-84;109
85-89;62
90-94;32
95-99;18
100 AÑOS Y MÁS;1
Pijiño del Carmen;
Total;12.908
00-04;1.510
05-09;1.513
10-14;1.429
15-19;1.226
20-24;1.011
25-29;900
30-34;817
35-39;754
40-44;714
45-49;657
50-54;574
55-59;484
60-64;384
65-69;323
70-74;247
75-79;157
80-84;97
85-89;57
90-94;32
95-99;18
100 AÑOS Y MÁS;4
Pivijay;
Total;38.973
00-04;3.604
05-09;3.675
10-14;3.626
15-19;3.379
20-24;3.006
25-29;2.741
30-34;2.533
35-39;2.334
40-44;2.253
45-49;2.229
50-54;2.165
55-59;1.967
60-64;1.649
65-69;1.359
70-74;981
75-79;638
80-84;397
85-89;233
90-94;128
95-99;55
100 AÑOS Y MÁS;21
Plato;
Total;64.017
00-04;6.355
05-09;6.517
10-14;6.488
15-19;6.129
20-24;5.437
25-29;4.842
30-34;4.308
35-39;3.890
40-44;3.615
45-49;3.324
50-54;3.057
55-59;2.689
60-64;2.204
65-69;1.831
70-74;1.381
75-79;894
80-84;536
85-89;289
90-94;144
95-99;65
100 AÑOS Y MÁS;22
Puebloviejo;
Total;32.188
00-04;3.460
05-09;3.401
10-14;3.251
15-19;3.148
20-24;2.985
25-29;2.585
30-34;2.277
35-39;2.053
40-44;1.805
45-49;1.628
50-54;1.460
55-59;1.219
60-64;941
65-69;737
70-74;526
75-79;336
80-84;203
85-89;99
90-94;45
95-99;24
100 AÑOS Y MÁS;5
Remolino;
Total;11.929
00-04;1.105
05-09;1.094
10-14;1.050
15-19;1.027
20-24;1.007
25-29;991
30-34;907
35-39;800
40-44;726
45-49;666
50-54;600
55-59;511
60-64;412
65-69;335
70-74;263
75-79;203
80-84;122
85-89;54
90-94;30
95-99;20
100 AÑOS Y MÁS;6
Sabanas de San Angel;
Total;16.724
00-04;1.936
05-09;1.933
10-14;1.828
15-19;1.579
20-24;1.249
25-29;1.106
30-34;1.086
35-39;1.025
40-44;967
45-49;907
50-54;784
55-59;643
60-64;523
65-69;437
70-74;303
75-79;189
80-84;116
85-89;56
90-94;32
95-99;20
100 AÑOS Y MÁS;5
Salamina;
Total;11.295
00-04;947
05-09;965
10-14;965
15-19;954
20-24;918
25-29;881
30-34;809
35-39;723
40-44;691
45-49;685
50-54;628
55-59;525
60-64;438
65-69;382
70-74;300
75-79;201
80-84;128
85-89;78
90-94;48
95-99;25
100 AÑOS Y MÁS;4
San Sebastián de Buenavista;
Total;20.696
00-04;2.142
05-09;2.189
10-14;2.132
15-19;1.885
20-24;1.531
25-29;1.317
30-34;1.252
35-39;1.217
40-44;1.170
45-49;1.082
50-54;1.008
55-59;943
60-64;789
65-69;661
70-74;518
75-79;358
80-84;236
85-89;147
90-94;81
95-99;33
100 AÑOS Y MÁS;5
San Zenón;
Total;12.439
00-04;1.451
05-09;1.435
10-14;1.355
15-19;1.226
20-24;998
25-29;820
30-34;763
35-39;720
40-44;676
45-49;631
50-54;556
55-59;460
60-64;375
65-69;338
70-74;255
75-79;151
80-84;106
85-89;67
90-94;40
95-99;15
100 AÑOS Y MÁS;1
Santa Ana;
Total;26.075
00-04;2.710
05-09;2.752
10-14;2.694
15-19;2.482
20-24;2.117
25-29;1.855
30-34;1.717
35-39;1.595
40-44;1.500
45-49;1.421
50-54;1.258
55-59;1.057
60-64;893
65-69;726
70-74;498
75-79;331
80-84;230
85-89;138
90-94;65
95-99;31
100 AÑOS Y MÁS;5
Santa Bárbara de Pinto;
Total;11.295
00-04;1.085
05-09;1.141
10-14;1.163
15-19;1.061
20-24;886
25-29;796
30-34;753
35-39;708
40-44;686
45-49;649
50-54;581
55-59;494
60-64;385
65-69;308
70-74;232
75-79;152
80-84;98
85-89;60
90-94;35
95-99;18
100 AÑOS Y MÁS;4
Sitionuevo;
Total;29.159
00-04;2.892
05-09;2.960
10-14;2.948
15-19;2.823
20-24;2.596
25-29;2.321
30-34;2.037
35-39;1.833
40-44;1.698
45-49;1.546
50-54;1.371
55-59;1.172
60-64;936
65-69;739
70-74;546
75-79;351
80-84;200
85-89;97
90-94;53
95-99;33
100 AÑOS Y MÁS;7
Tenerife;
Total;13.503
00-04;1.284
05-09;1.372
10-14;1.408
15-19;1.277
20-24;1.056
25-29;927
30-34;864
35-39;819
40-44;808
45-49;768
50-54;684
55-59;587
60-64;465
65-69;376
70-74;314
75-79;226
80-84;133
85-89;69
90-94;39
95-99;24
100 AÑOS Y MÁS;3
Zapayán;
Total;10.613
00-04;1.057
05-09;1.074
10-14;1.063
15-19;1.014
20-24;885
25-29;773
30-34;716
35-39;677
40-44;645
45-49;599
50-54;528
55-59;457
60-64;355
65-69;276
70-74;195
75-79;135
80-84;81
85-89;36
90-94;26
95-99;17
100 AÑOS Y MÁS;4
Zona Bananera;
Total;73.933
00-04;8.154
05-09;8.072
10-14;7.789
15-19;7.529
20-24;7.002
25-29;6.037
30-34;5.203
35-39;4.526
40-44;3.946
45-49;3.556
50-54;3.197
55-59;2.733
60-64;2.074
65-69;1.520
70-74;1.032
75-79;660
80-84;434
85-89;259
90-94;128
95-99;55
100 AÑOS Y MÁS;27
Villavicencio;
Total;545.302
00-04;40.175
05-09;41.232
10-14;42.766
15-19;46.229
20-24;47.740
25-29;46.639
30-34;43.654
35-39;41.285
40-44;36.832
45-49;32.654
50-54;31.381
55-59;28.390
60-64;22.403
65-69;16.387
70-74;11.484
75-79;7.389
80-84;4.376
85-89;2.455
90-94;1.221
95-99;431
100 AÑOS Y MÁS;179
Acacías;
Total;91.829
00-04;7.193
05-09;7.283
10-14;7.322
15-19;7.323
20-24;7.838
25-29;8.120
30-34;7.668
35-39;7.162
40-44;6.257
45-49;5.587
50-54;5.182
55-59;4.417
60-64;3.400
65-69;2.527
70-74;1.831
75-79;1.246
80-84;759
85-89;430
90-94;204
95-99;64
100 AÑOS Y MÁS;16
Barranca de Upía;
Total;6.578
00-04;666
05-09;686
10-14;694
15-19;672
20-24;597
25-29;541
30-34;488
35-39;437
40-44;399
45-49;350
50-54;288
55-59;224
60-64;170
65-69;125
70-74;100
75-79;65
80-84;35
85-89;18
90-94;10
95-99;11
100 AÑOS Y MÁS;2
Cabuyaro;
Total;6.192
00-04;598
05-09;598
10-14;574
15-19;509
20-24;512
25-29;514
30-34;486
35-39;431
40-44;401
45-49;338
50-54;312
55-59;278
60-64;221
65-69;166
70-74;115
75-79;77
80-84;40
85-89;15
90-94;3
95-99;4
100 AÑOS Y MÁS;0
Castilla la Nueva;
Total;15.906
00-04;1.479
05-09;1.468
10-14;1.445
15-19;1.430
20-24;1.478
25-29;1.451
30-34;1.291
35-39;1.178
40-44;1.080
45-49;942
50-54;786
55-59;622
60-64;435
65-69;286
70-74;204
75-79;143
80-84;87
85-89;51
90-94;31
95-99;16
100 AÑOS Y MÁS;3
Cubarral;
Total;7.068
00-04;496
05-09;562
10-14;635
15-19;639
20-24;540
25-29;477
30-34;454
35-39;458
40-44;463
45-49;450
50-54;410
55-59;371
60-64;323
65-69;269
70-74;201
75-79;139
80-84;92
85-89;53
90-94;21
95-99;13
100 AÑOS Y MÁS;2
Cumaral;
Total;23.195
00-04;1.898
05-09;1.995
10-14;2.082
15-19;2.060
20-24;1.980
25-29;1.892
30-34;1.719
35-39;1.568
40-44;1.442
45-49;1.345
50-54;1.267
55-59;1.097
60-64;859
65-69;649
70-74;495
75-79;365
80-84;233
85-89;137
90-94;76
95-99;32
100 AÑOS Y MÁS;4
El Calvario;
Total;1.652
00-04;87
05-09;138
10-14;221
15-19;204
20-24;100
25-29;80
30-34;88
35-39;101
40-44;103
45-49;94
50-54;87
55-59;83
60-64;78
65-69;60
70-74;49
75-79;42
80-84;22
85-89;8
90-94;4
95-99;3
100 AÑOS Y MÁS;0
El Castillo;
Total;7.408
00-04;637
05-09;693
10-14;728
15-19;663
20-24;548
25-29;509
30-34;463
35-39;451
40-44;462
45-49;439
50-54;398
55-59;351
60-64;305
65-69;252
70-74;191
75-79;143
80-84;95
85-89;50
90-94;22
95-99;8
100 AÑOS Y MÁS;0
El Dorado;
Total;3.971
00-04;276
05-09;351
10-14;419
15-19;387
20-24;280
25-29;241
30-34;251
35-39;253
40-44;246
45-49;242
50-54;240
55-59;218
60-64;172
65-69;136
70-74;101
75-79;73
80-84;44
85-89;25
90-94;12
95-99;4
100 AÑOS Y MÁS;0
Fuente de Oro;
Total;12.388
00-04;1.026
05-09;1.104
10-14;1.164
15-19;1.101
20-24;976
25-29;904
30-34;844
35-39;836
40-44;819
45-49;755
50-54;690
55-59;592
60-64;481
65-69;375
70-74;284
75-79;207
80-84;122
85-89;59
90-94;29
95-99;18
100 AÑOS Y MÁS;2
Granada;
Total;70.577
00-04;6.049
05-09;6.258
10-14;6.415
15-19;6.376
20-24;5.931
25-29;5.585
30-34;5.335
35-39;5.144
40-44;4.513
45-49;3.858
50-54;3.634
55-59;3.288
60-64;2.646
65-69;1.973
70-74;1.414
75-79;967
80-84;618
85-89;351
90-94;166
95-99;50
100 AÑOS Y MÁS;6
Guamal;
Total;14.462
00-04;1.221
05-09;1.215
10-14;1.193
15-19;1.183
20-24;1.155
25-29;1.124
30-34;1.063
35-39;1.004
40-44;956
45-49;893
50-54;841
55-59;765
60-64;608
65-69;432
70-74;299
75-79;202
80-84;134
85-89;94
90-94;57
95-99;21
100 AÑOS Y MÁS;2
Mapiripán;
Total;7.156
00-04;1.097
05-09;970
10-14;770
15-19;604
20-24;521
25-29;478
30-34;427
35-39;401
40-44;393
45-49;359
50-54;310
55-59;275
60-64;215
65-69;148
70-74;90
75-79;40
80-84;24
85-89;13
90-94;12
95-99;8
100 AÑOS Y MÁS;1
Mesetas;
Total;10.430
00-04;958
05-09;986
10-14;991
15-19;919
20-24;797
25-29;756
30-34;754
35-39;743
40-44;659
45-49;560
50-54;517
55-59;489
60-64;421
65-69;318
70-74;214
75-79;137
80-84;91
85-89;62
90-94;36
95-99;20
100 AÑOS Y MÁS;2
La Macarena;
Total;28.052
00-04;3.262
05-09;3.247
10-14;3.104
15-19;2.722
20-24;2.349
25-29;2.237
30-34;2.081
35-39;1.923
40-44;1.745
45-49;1.487
50-54;1.224
55-59;947
60-64;663
65-69;424
70-74;262
75-79;167
80-84;97
85-89;54
90-94;31
95-99;21
100 AÑOS Y MÁS;5
Uribe;
Total;9.482
00-04;827
05-09;899
10-14;1.063
15-19;1.064
20-24;922
25-29;765
30-34;686
35-39;634
40-44;562
45-49;479
50-54;392
55-59;339
60-64;282
65-69;213
70-74;149
75-79;99
80-84;54
85-89;29
90-94;14
95-99;10
100 AÑOS Y MÁS;0
Lejanías;
Total;11.162
00-04;975
05-09;1.020
10-14;1.052
15-19;988
20-24;831
25-29;752
30-34;727
35-39;730
40-44;734
45-49;679
50-54;592
55-59;521
60-64;449
65-69;376
70-74;297
75-79;196
80-84;121
85-89;70
90-94;34
95-99;16
100 AÑOS Y MÁS;2
Puerto Concordia;
Total;8.569
00-04;897
05-09;937
10-14;937
15-19;809
20-24;621
25-29;551
30-34;542
35-39;549
40-44;517
45-49;477
50-54;441
55-59;388
60-64;300
65-69;221
70-74;165
75-79;103
80-84;57
85-89;24
90-94;16
95-99;15
100 AÑOS Y MÁS;2
Puerto Gaitán;
Total;43.605
00-04;5.825
05-09;5.236
10-14;4.507
15-19;4.241
20-24;4.109
25-29;3.761
30-34;3.350
35-39;2.923
40-44;2.467
45-49;2.026
50-54;1.680
55-59;1.299
60-64;875
65-69;534
70-74;320
75-79;205
80-84;125
85-89;58
90-94;30
95-99;28
100 AÑOS Y MÁS;6
Puerto López;
Total;30.312
00-04;2.897
05-09;2.930
10-14;2.872
15-19;2.652
20-24;2.424
25-29;2.408
30-34;2.274
35-39;2.039
40-44;1.818
45-49;1.683
50-54;1.616
55-59;1.432
60-64;1.119
65-69;796
70-74;549
75-79;379
80-84;237
85-89;109
90-94;43
95-99;29
100 AÑOS Y MÁS;6
Puerto Lleras;
Total;10.354
00-04;906
05-09;998
10-14;1.068
15-19;987
20-24;793
25-29;684
30-34;667
35-39;689
40-44;684
45-49;618
50-54;566
55-59;506
60-64;392
65-69;282
70-74;210
75-79;144
80-84;82
85-89;39
90-94;21
95-99;15
100 AÑOS Y MÁS;3
Puerto Rico;
Total;12.874
00-04;1.223
05-09;1.232
10-14;1.201
15-19;1.106
20-24;1.009
25-29;986
30-34;934
35-39;924
40-44;881
45-49;771
50-54;673
55-59;591
60-64;474
65-69;337
70-74;229
75-79;145
80-84;77
85-89;40
90-94;21
95-99;17
100 AÑOS Y MÁS;3
Restrepo;
Total;18.658
00-04;1.462
05-09;1.502
10-14;1.536
15-19;1.537
20-24;1.494
25-29;1.443
30-34;1.388
35-39;1.345
40-44;1.243
45-49;1.144
50-54;1.091
55-59;981
60-64;792
65-69;598
70-74;427
75-79;289
80-84;185
85-89;111
90-94;58
95-99;28
100 AÑOS Y MÁS;4
San Carlos de Guaroa;
Total;12.875
00-04;1.357
05-09;1.317
10-14;1.241
15-19;1.157
20-24;1.099
25-29;1.076
30-34;994
35-39;923
40-44;845
45-49;743
50-54;623
55-59;483
60-64;352
65-69;254
70-74;159
75-79;101
80-84;65
85-89;41
90-94;26
95-99;17
100 AÑOS Y MÁS;2
San Juan de Arama;
Total;8.865
00-04;607
05-09;706
10-14;835
15-19;900
20-24;767
25-29;618
30-34;569
35-39;573
40-44;558
45-49;545
50-54;523
55-59;451
60-64;367
65-69;279
70-74;211
75-79;158
80-84;103
85-89;51
90-94;26
95-99;16
100 AÑOS Y MÁS;2
San Juanito;
Total;1.243
00-04;124
05-09;121
10-14;121
15-19;130
20-24;112
25-29;88
30-34;70
35-39;73
40-44;75
45-49;67
50-54;59
55-59;54
60-64;45
65-69;28
70-74;29
75-79;23
80-84;12
85-89;5
90-94;3
95-99;4
100 AÑOS Y MÁS;0
San Martín;
Total;26.499
00-04;2.149
05-09;2.337
10-14;2.483
15-19;2.364
20-24;2.033
25-29;1.896
30-34;1.796
35-39;1.680
40-44;1.584
45-49;1.499
50-54;1.481
55-59;1.396
60-64;1.159
65-69;904
70-74;704
75-79;485
80-84;286
85-89;150
90-94;78
95-99;30
100 AÑOS Y MÁS;5
Vistahermosa;
Total;16.790
00-04;1.443
05-09;1.579
10-14;1.678
15-19;1.556
20-24;1.262
25-29;1.139
30-34;1.139
35-39;1.185
40-44;1.132
45-49;994
50-54;888
55-59;793
60-64;657
65-69;504
70-74;365
75-79;234
80-84;131
85-89;60
90-94;31
95-99;18
100 AÑOS Y MÁS;2
Pasto;
Total;392.589
00-04;23.736
05-09;23.794
10-14;25.042
15-19;28.880
20-24;32.860
25-29;33.716
30-34;31.993
35-39;30.804
40-44;27.976
45-49;25.768
50-54;25.269
55-59;22.408
60-64;18.134
65-69;14.189
70-74;10.849
75-79;7.526
80-84;4.643
85-89;2.768
90-94;1.496
95-99;550
100 AÑOS Y MÁS;188
Albán;
Total;9.320
00-04;555
05-09;572
10-14;623
15-19;721
20-24;782
25-29;730
30-34;677
35-39;701
40-44;669
45-49;611
50-54;561
55-59;484
60-64;403
65-69;353
70-74;286
75-79;217
80-84;164
85-89;117
90-94;71
95-99;21
100 AÑOS Y MÁS;2
Aldana;
Total;7.361
00-04;500
05-09;496
10-14;511
15-19;556
20-24;572
25-29;555
30-34;570
35-39;603
40-44;548
45-49;479
50-54;436
55-59;361
60-64;291
65-69;251
70-74;216
75-79;167
80-84;119
85-89;77
90-94;35
95-99;16
100 AÑOS Y MÁS;2
Ancuyá;
Total;8.603
00-04;423
05-09;443
10-14;488
15-19;561
20-24;601
25-29;602
30-34;626
35-39;662
40-44;614
45-49;571
50-54;544
55-59;491
60-64;441
65-69;413
70-74;375
75-79;291
80-84;201
85-89;140
90-94;83
95-99;31
100 AÑOS Y MÁS;2
Arboleda;
Total;8.420
00-04;565
05-09;579
10-14;614
15-19;681
20-24;732
25-29;694
30-34;615
35-39;559
40-44;513
45-49;498
50-54;476
55-59;428
60-64;365
65-69;302
70-74;265
75-79;200
80-84;145
85-89;101
90-94;60
95-99;26
100 AÑOS Y MÁS;2
Barbacoas;
Total;56.526
00-04;7.299
05-09;6.827
10-14;6.274
15-19;5.903
20-24;5.268
25-29;4.417
30-34;3.703
35-39;3.313
40-44;2.809
45-49;2.402
50-54;2.168
55-59;1.852
60-64;1.376
65-69;937
70-74;649
75-79;506
80-84;378
85-89;220
90-94;116
95-99;77
100 AÑOS Y MÁS;32
Belén;
Total;6.301
00-04;386
05-09;372
10-14;380
15-19;451
20-24;516
25-29;494
30-34;447
35-39;465
40-44;468
45-49;444
50-54;408
55-59;359
60-64;297
65-69;239
70-74;195
75-79;152
80-84;104
85-89;70
90-94;37
95-99;15
100 AÑOS Y MÁS;2
Buesaco;
Total;23.910
00-04;1.485
05-09;1.605
10-14;1.776
15-19;1.905
20-24;1.849
25-29;1.722
30-34;1.658
35-39;1.653
40-44;1.569
45-49;1.503
50-54;1.410
55-59;1.241
60-64;1.109
65-69;1.033
70-74;871
75-79;635
80-84;427
85-89;255
90-94;130
95-99;54
100 AÑOS Y MÁS;20
Colón;
Total;8.316
00-04;467
05-09;504
10-14;571
15-19;654
20-24;686
25-29;632
30-34;584
35-39;583
40-44;547
45-49;509
50-54;480
55-59;426
60-64;384
65-69;352
70-74;309
75-79;233
80-84;165
85-89;111
90-94;79
95-99;34
100 AÑOS Y MÁS;6
Consaca;
Total;13.738
00-04;666
05-09;783
10-14;946
15-19;1.071
20-24;1.054
25-29;918
30-34;901
35-39;1.009
40-44;1.029
45-49;989
50-54;901
55-59;742
60-64;605
65-69;565
70-74;540
75-79;423
80-84;268
85-89;168
90-94;111
95-99;46
100 AÑOS Y MÁS;3
Contadero;
Total;7.236
00-04;507
05-09;503
10-14;508
15-19;530
20-24;571
25-29;550
30-34;499
35-39;488
40-44;467
45-49;450
50-54;423
55-59;377
60-64;328
65-69;293
70-74;260
75-79;203
80-84;132
85-89;81
90-94;42
95-99;22
100 AÑOS Y MÁS;2
Córdoba;
Total;15.477
00-04;1.201
05-09;1.169
10-14;1.180
15-19;1.313
20-24;1.412
25-29;1.320
30-34;1.136
35-39;1.051
40-44;987
45-49;885
50-54;781
55-59;675
60-64;569
65-69;496
70-74;437
75-79;329
80-84;233
85-89;160
90-94;99
95-99;37
100 AÑOS Y MÁS;7
Cuaspud;
Total;9.198
00-04;709
05-09;694
10-14;681
15-19;695
20-24;758
25-29;781
30-34;725
35-39;672
40-44;615
45-49;555
50-54;491
55-59;418
60-64;342
65-69;300
70-74;256
75-79;193
80-84;139
85-89;103
90-94;54
95-99;15
100 AÑOS Y MÁS;2
Cumbal;
Total;37.033
00-04;3.055
05-09;2.878
10-14;2.763
15-19;2.924
20-24;3.191
25-29;3.189
30-34;2.990
35-39;2.853
40-44;2.600
45-49;2.254
50-54;1.851
55-59;1.507
60-64;1.284
65-69;1.142
70-74;954
75-79;671
80-84;437
85-89;277
90-94;150
95-99;52
100 AÑOS Y MÁS;11
Cumbitara;
Total;5.768
00-04;363
05-09;403
10-14;464
15-19;516
20-24;515
25-29;466
30-34;457
35-39;437
40-44;384
45-49;329
50-54;283
55-59;250
60-64;213
65-69;183
70-74;168
75-79;146
80-84;99
85-89;47
90-94;25
95-99;18
100 AÑOS Y MÁS;2
Chachagüí;
Total;15.303
00-04;1.024
05-09;1.050
10-14;1.113
15-19;1.215
20-24;1.270
25-29;1.221
30-34;1.187
35-39;1.170
40-44;1.028
45-49;877
50-54;802
55-59;731
60-64;658
65-69;595
70-74;495
75-79;357
80-84;236
85-89;152
90-94;84
95-99;33
100 AÑOS Y MÁS;5
El Charco;
Total;22.550
00-04;2.991
05-09;2.793
10-14;2.536
15-19;2.307
20-24;1.970
25-29;1.666
30-34;1.468
35-39;1.358
40-44;1.170
45-49;968
50-54;822
55-59;694
60-64;547
65-69;410
70-74;292
75-79;216
80-84;158
85-89;85
90-94;46
95-99;38
100 AÑOS Y MÁS;15
El Peñol;
Total;7.442
00-04;332
05-09;399
10-14;492
15-19;576
20-24;596
25-29;571
30-34;551
35-39;525
40-44;490
45-49;506
50-54;505
55-59;444
60-64;360
65-69;313
70-74;263
75-79;193
80-84;138
85-89;95
90-94;60
95-99;31
100 AÑOS Y MÁS;2
El Rosario;
Total;12.062
00-04;671
05-09;774
10-14;910
15-19;1.007
20-24;975
25-29;883
30-34;852
35-39;894
40-44;889
45-49;822
50-54;710
55-59;615
60-64;551
65-69;492
70-74;421
75-79;289
80-84;151
85-89;81
90-94;46
95-99;24
100 AÑOS Y MÁS;5
El Tablón de Gómez;
Total;14.261
00-04;806
05-09;898
10-14;1.063
15-19;1.279
20-24;1.360
25-29;1.199
30-34;1.085
35-39;1.105
40-44;1.026
45-49;896
50-54;776
55-59;651
60-64;538
65-69;461
70-74;395
75-79;297
80-84;198
85-89;130
90-94;67
95-99;26
100 AÑOS Y MÁS;5
El Tambo;
Total;13.809
00-04;761
05-09;823
10-14;931
15-19;1.045
20-24;1.041
25-29;978
30-34;981
35-39;998
40-44;923
45-49;864
50-54;842
55-59;785
60-64;699
65-69;613
70-74;516
75-79;393
80-84;277
85-89;181
90-94;108
95-99;44
100 AÑOS Y MÁS;6
Funes;
Total;7.135
00-04;369
05-09;450
10-14;545
15-19;585
20-24;526
25-29;464
30-34;484
35-39;522
40-44;503
45-49;450
50-54;413
55-59;385
60-64;343
65-69;314
70-74;286
75-79;215
80-84;136
85-89;78
90-94;44
95-99;21
100 AÑOS Y MÁS;2
Guachucal;
Total;19.339
00-04;1.252
05-09;1.176
10-14;1.158
15-19;1.335
20-24;1.597
25-29;1.654
30-34;1.561
35-39;1.504
40-44;1.460
45-49;1.414
50-54;1.237
55-59;972
60-64;769
65-69;667
70-74;569
75-79;424
80-84;283
85-89;181
90-94;87
95-99;32
100 AÑOS Y MÁS;7
Guaitarilla;
Total;11.325
00-04;606
05-09;672
10-14;770
15-19;877
20-24;905
25-29;797
30-34;753
35-39;789
40-44;789
45-49;785
50-54;759
55-59;670
60-64;565
65-69;489
70-74;414
75-79;298
80-84;187
85-89;110
90-94;58
95-99;28
100 AÑOS Y MÁS;4
Gualmatán;
Total;7.040
00-04;364
05-09;393
10-14;449
15-19;521
20-24;547
25-29;538
30-34;520
35-39;525
40-44;531
45-49;505
50-54;453
55-59;387
60-64;315
65-69;268
70-74;251
75-79;210
80-84;132
85-89;71
90-94;36
95-99;22
100 AÑOS Y MÁS;2
Iles;
Total;7.632
00-04;551
05-09;545
10-14;556
15-19;598
20-24;647
25-29;628
30-34;557
35-39;520
40-44;491
45-49;459
50-54;439
55-59;385
60-64;308
65-69;271
70-74;244
75-79;185
80-84;123
85-89;78
90-94;31
95-99;14
100 AÑOS Y MÁS;2
Imués;
Total;7.446
00-04;360
05-09;396
10-14;467
15-19;570
20-24;625
25-29;561
30-34;532
35-39;541
40-44;494
45-49;479
50-54;482
55-59;436
60-64;382
65-69;346
70-74;294
75-79;212
80-84;136
85-89;80
90-94;34
95-99;17
100 AÑOS Y MÁS;2
Ipiales;
Total;115.836
00-04;8.842
05-09;8.671
10-14;8.679
15-19;9.220
20-24;9.662
25-29;9.617
30-34;9.177
35-39;8.916
40-44;8.121
45-49;7.274
50-54;6.746
55-59;5.760
60-64;4.504
65-69;3.478
70-74;2.706
75-79;1.917
80-84;1.239
85-89;756
90-94;375
95-99;131
100 AÑOS Y MÁS;45
La Cruz;
Total;18.643
00-04;1.093
05-09;1.126
10-14;1.204
15-19;1.326
20-24;1.449
25-29;1.478
30-34;1.449
